3.05,6.31,5.18,11.18,11.7,1.6,2.85,1.4,69.17,33.51,59.78,27.99,52.49,33.11,39.95,24.45,6.8,8.24,4.07,2.26,3.12,4.71,6.67,10.24,61.55,61.61,61.94,61.72,62.59,61.17,61.06,61.13
3.21,9.78,11.59,19.93,14.13,1.55,3.11,1.4,46.39,36.54,30.96,29.03,26.22,34.12,30.22,22.19,6.83,8.24,4.07,2.25,3.12,4.71,6.67,10.24,61.54,61.65,61.94,61.73,62.54,61.18,61.07,61.16
2.59,0.26,3.57,18.58,3.93,1.55,3.42,1.4,24.05,35.34,18.93,30.68,16.88,41.85,28.76,22.49,6.82,8.24,4.06,2.25,3.12,4.71,6.67,10.24,61.54,61.72,61.94,61.73,62.51,61.21,61.07,61.19
2.48,10.71,6.21,9.37,2.64,1.6,2.59,1.45,19.07,47.47,21.22,32.31,17.15,54.48,27.16,27.6,6.82,8.24,4.06,2.25,3.13,4.7,6.67,10.23,61.54,61.79,61.94,61.72,62.5,61.23,61.07,61.22
2.59,8.85,12.22,7.25,4.81,1.6,2.95,1.45,20.25,65.16,24.83,33.57,23.18,47.64,26.38,31.4,6.85,8.23,4.06,2.25,3.13,4.7,6.67,10.23,61.52,61.93,61.94,61.73,62.5,61.28,61.07,61.24
3.36,6.37,6.21,9.11,3.16,1.76,3.31,1.5,24.38,48.46,29.44,34.78,30.91,30.04,28.76,30.29,6.73,8.24,4.06,2.25,3.13,4.7,6.67,10.22,61.52,62.07,61.94,61.72,62.5,61.33,61.06,61.28
3.73,21.74,9.99,9.27,3.16,1.81,3.11,1.4,27.95,21.77,29.25,35.01,30.68,24.88,30.03,30.29,6.72,8.25,4.06,2.25,3.14,4.7,6.67,10.22,61.52,62.19,61.94,61.72,62.5,61.38,61.07,61.33
2.23,4.97,22.67,10.97,3.21,1.71,2.95,1.55,27.48,16.56,26.84,38.22,28.5,25.23,30.09,30.15,6.78,8.26,4.05,2.25,3.15,4.7,6.67,10.22,61.51,62.32,61.94,61.72,62.49,61.43,61.08,61.36
2.17,-2.28,27.48,5.49,2.43,1.71,3.11,1.5,26.86,22.22,27.48,52.66,29.39,27.2,30.92,29.61,6.77,8.27,4.05,2.25,3.15,4.69,6.67,10.22,61.54,62.44,61.94,61.72,62.46,61.46,61.11,61.4
2.12,5.8,22.41,8.54,2.33,1.86,2.64,1.35,27.98,29.63,29.39,57.01,30.38,31.64,32.52,31.51,6.75,8.28,4.05,2.25,3.16,4.69,6.67,10.22,61.55,62.5,61.94,61.72,62.43,61.5,61.13,61.45
